,Team,Opponent,Date,Result,Bowling,O,M,R,W,NB,WD,E/R
5,Austria,Romania,| Monday 20th September | 07:00,Austria beat Romania by 89 runs,Noor Khan,2,0,20,2,0,4,10
0,Romania,Austria,| Monday 20th September | 07:00,Austria beat Romania by 89 runs,Aqib Iqbal,2,0,20,1,0,2,10
1,Romania,Austria,| Monday 20th September | 07:00,Austria beat Romania by 89 runs,Sahel Zadran,2,0,16,1,0,1,8
2,Romania,Austria,| Monday 20th September | 07:00,Austria beat Romania by 89 runs,Shahil Momin,1,0,11,1,0,0,11
3,Romania,Austria,| Monday 20th September | 07:00,Austria beat Romania by 89 runs,Abdullah Akbarjan,2,0,21,2,0,0,10.50
4,Romania,Austria,| Monday 20th September | 07:00,Austria beat Romania by 89 runs,Zabiullah Ibrahimkhel,1,0,16,1,0,1,16
5,Romania,Austria,| Monday 20th September | 07:00,Austria beat Romania by 89 runs,Noor Khan,2,0,20,2,0,4,10
0,Belgium,Spain,| Friday 17th September | 15:00,Belgium beat Spain by 27 runs,Murid Ekrami,2,0,13,0,0,0,6.50
1,Belgium,Spain,| Friday 17th September | 15:00,Belgium beat Spain by 27 runs,Fahim Bhatti,2,0,20,2,0,1,10
2,Belgium,Spain,| Friday 17th September | 15:00,Belgium beat Spain by 27 runs,Shagharai Sefat,2,0,11,1,0,1,5.50
3,Belgium,Spain,| Friday 17th September | 15:00,Belgium beat Spain by 27 runs,Adnan Razzaq,2,0,31,2,1,0,15.50
4,Belgium,Spain,| Friday 17th September | 15:00,Belgium beat Spain by 27 runs,Saber Zakhil,2,0,31,3,0,0,15.50
0,Spain,Belgium,| Friday 17th September | 15:00,Belgium beat Spain by 27 runs,Murid Ekrami,2,0,13,0,0,0,6.50
1,Spain,Belgium,| Friday 17th September | 15:00,Belgium beat Spain by 27 runs,Fahim Bhatti,2,0,20,2,0,1,10
2,Spain,Belgium,| Friday 17th September | 15:00,Belgium beat Spain by 27 runs,Shagharai Sefat,2,0,11,1,0,1,5.50
3,Spain,Belgium,| Friday 17th September | 15:00,Belgium beat Spain by 27 runs,Adnan Razzaq,2,0,31,2,1,0,15.50
4,Spain,Belgium,| Friday 17th September | 15:00,Belgium beat Spain by 27 runs,Saber Zakhil,2,0,31,3,0,0,15.50
0,Spain,Sweden,| Friday 17th September | 12:00,Spain beat Sweden by 13 runs,Atif Mehmood,2,0,12,2,0,0,6
1,Spain,Sweden,| Friday 17th September | 12:00,Spain beat Sweden by 13 runs,Zulqarnain Haider,2,0,29,2,0,1,14.50
2,Spain,Sweden,| Friday 17th September | 12:00,Spain beat Sweden by 13 runs,Kuldeep Lal,2,0,27,1,0,1,13.50
3,Spain,Sweden,| Friday 17th September | 12:00,Spain beat Sweden by 13 runs,Thomas Vine,2,0,20,2,0,0,10
4,Spain,Sweden,| Friday 17th September | 12:00,Spain beat Sweden by 13 runs,Paul Hennessy,2,0,24,1,0,0,12
0,Sweden,Spain,| Friday 17th September | 12:00,Spain beat Sweden by 13 runs,Atif Mehmood,2,0,12,2,0,0,6
1,Sweden,Spain,| Friday 17th September | 12:00,Spain beat Sweden by 13 runs,Zulqarnain Haider,2,0,29,2,0,1,14.50
2,Sweden,Spain,| Friday 17th September | 12:00,Spain beat Sweden by 13 runs,Kuldeep Lal,2,0,27,1,0,1,13.50
3,Sweden,Spain,| Friday 17th September | 12:00,Spain beat Sweden by 13 runs,Thomas Vine,2,0,20,2,0,0,10
4,Sweden,Spain,| Friday 17th September | 12:00,Spain beat Sweden by 13 runs,Paul Hennessy,2,0,24,1,0,0,12
0,Spain,Belgium,| Friday 17th September | 09:00,Belgium beat Spain by 6 wickets,Adeel Raja,2,0,23,0,0,1,11.50
1,Spain,Belgium,| Friday 17th September | 09:00,Belgium beat Spain by 6 wickets,Hamza Saleem,1,0,29,0,0,1,29
2,Spain,Belgium,| Friday 17th September | 09:00,Belgium beat Spain by 6 wickets,Zulqarnain Haider,1,0,13,1,0,0,13
3,Spain,Belgium,| Friday 17th September | 09:00,Belgium beat Spain by 6 wickets,Thomas Vine,2,0,18,1,0,1,9
4,Spain,Belgium,| Friday 17th September | 09:00,Belgium beat Spain by 6 wickets,Kuldeep Lal,1.3,0,17,2,0,0,11.33
5,Spain,Belgium,| Friday 17th September | 09:00,Belgium beat Spain by 6 wickets,Yasir Ali,1,0,14,0,0,0,14
0,Belgium,Spain,| Friday 17th September | 09:00,Belgium beat Spain by 6 wickets,Adeel Raja,2,0,23,0,0,1,11.50
1,Belgium,Spain,| Friday 17th September | 09:00,Belgium beat Spain by 6 wickets,Hamza Saleem,1,0,29,0,0,1,29
2,Belgium,Spain,| Friday 17th September | 09:00,Belgium beat Spain by 6 wickets,Zulqarnain Haider,1,0,13,1,0,0,13
3,Belgium,Spain,| Friday 17th September | 09:00,Belgium beat Spain by 6 wickets,Thomas Vine,2,0,18,1,0,1,9
4,Belgium,Spain,| Friday 17th September | 09:00,Belgium beat Spain by 6 wickets,Kuldeep Lal,1.3,0,17,2,0,0,11.33
5,Belgium,Spain,| Friday 17th September | 09:00,Belgium beat Spain by 6 wickets,Yasir Ali,1,0,14,0,0,0,14
0,Sweden,Norway,| Friday 17th September | 07:00,Sweden beat Norway by 22 runs,Khalid Zahid,2,0,30,1,0,4,15
1,Sweden,Norway,| Friday 17th September | 07:00,Sweden beat Norway by 22 runs,Zabi Zahid,1,0,9,0,0,0,9
2,Sweden,Norway,| Friday 17th September | 07:00,Sweden beat Norway by 22 runs,Azam Khalil,2,0,29,1,0,0,14.50
3,Sweden,Norway,| Friday 17th September | 07:00,Sweden beat Norway by 22 runs,Oktai Gholami,2,0,23,4,1,1,11.50
4,Sweden,Norway,| Friday 17th September | 07:00,Sweden beat Norway by 22 runs,Rahel Khan,1,0,8,1,0,0,8
5,Sweden,Norway,| Friday 17th September | 07:00,Sweden beat Norway by 22 runs,Abhijit Venkatesh (c),2,0,24,0,0,0,12
0,Norway,Sweden,| Friday 17th September | 07:00,Sweden beat Norway by 22 runs,Khalid Zahid,2,0,30,1,0,4,15
1,Norway,Sweden,| Friday 17th September | 07:00,Sweden beat Norway by 22 runs,Zabi Zahid,1,0,9,0,0,0,9
2,Norway,Sweden,| Friday 17th September | 07:00,Sweden beat Norway by 22 runs,Azam Khalil,2,0,29,1,0,0,14.50
3,Norway,Sweden,| Friday 17th September | 07:00,Sweden beat Norway by 22 runs,Oktai Gholami,2,0,23,4,1,1,11.50
4,Norway,Sweden,| Friday 17th September | 07:00,Sweden beat Norway by 22 runs,Rahel Khan,1,0,8,1,0,0,8
5,Norway,Sweden,| Friday 17th September | 07:00,Sweden beat Norway by 22 runs,Abhijit Venkatesh (c),2,0,24,0,0,0,12
0,Belgium,Spain,| Thursday 16th September | 15:00,Spain beat Belgium by 7 wickets,Saqlain Raja,1.2,0,11,1,0,0,8.25
1,Belgium,Spain,| Thursday 16th September | 15:00,Spain beat Belgium by 7 wickets,Shagharai Sefat,2,0,20,1,0,0,10
2,Belgium,Spain,| Thursday 16th September | 15:00,Spain beat Belgium by 7 wickets,Saber Zakhil,2,0,33,0,0,1,16.50
3,Belgium,Spain,| Thursday 16th September | 15:00,Spain beat Belgium by 7 wickets,Adnan Razzaq,2,0,33,0,0,0,16.50
4,Belgium,Spain,| Thursday 16th September | 15:00,Spain beat Belgium by 7 wickets,Waqas Raja,2,0,34,1,4,1,17
0,Spain,Belgium,| Thursday 16th September | 15:00,Spain beat Belgium by 7 wickets,Saqlain Raja,1.2,0,11,1,0,0,8.25
1,Spain,Belgium,| Thursday 16th September | 15:00,Spain beat Belgium by 7 wickets,Shagharai Sefat,2,0,20,1,0,0,10
2,Spain,Belgium,| Thursday 16th September | 15:00,Spain beat Belgium by 7 wickets,Saber Zakhil,2,0,33,0,0,1,16.50
3,Spain,Belgium,| Thursday 16th September | 15:00,Spain beat Belgium by 7 wickets,Adnan Razzaq,2,0,33,0,0,0,16.50
4,Spain,Belgium,| Thursday 16th September | 15:00,Spain beat Belgium by 7 wickets,Waqas Raja,2,0,34,1,4,1,17
0,Luxembourg,Norway,| Thursday 16th September | 13:00,Norway beat Luxembourg by 9 wickets,Mohd Dilshad,1,0,13,0,0,0,13
1,Luxembourg,Norway,| Thursday 16th September | 13:00,Norway beat Luxembourg by 9 wickets,Amit Dhingra,1.3,0,13,1,0,2,8.66
2,Luxembourg,Norway,| Thursday 16th September | 13:00,Norway beat Luxembourg by 9 wickets,Raju Akulwar,1,0,18,0,0,0,18
3,Luxembourg,Norway,| Thursday 16th September | 13:00,Norway beat Luxembourg by 9 wickets,Harpal Singh,1,0,13,0,0,0,13
4,Luxembourg,Norway,| Thursday 16th September | 13:00,Norway beat Luxembourg by 9 wickets,Ansh Trivedi,1,0,15,0,0,0,15
0,Norway,Luxembourg,| Thursday 16th September | 13:00,Norway beat Luxembourg by 9 wickets,Mohd Dilshad,1,0,13,0,0,0,13
1,Norway,Luxembourg,| Thursday 16th September | 13:00,Norway beat Luxembourg by 9 wickets,Amit Dhingra,1.3,0,13,1,0,2,8.66
2,Norway,Luxembourg,| Thursday 16th September | 13:00,Norway beat Luxembourg by 9 wickets,Raju Akulwar,1,0,18,0,0,0,18
3,Norway,Luxembourg,| Thursday 16th September | 13:00,Norway beat Luxembourg by 9 wickets,Harpal Singh,1,0,13,0,0,0,13
4,Norway,Luxembourg,| Thursday 16th September | 13:00,Norway beat Luxembourg by 9 wickets,Ansh Trivedi,1,0,15,0,0,0,15
0,Belgium,Sweden,| Thursday 16th September | 11:00,Sweden beat Belgium by 6 wickets,Murid Ekrami,1,0,10,1,0,1,10
1,Belgium,Sweden,| Thursday 16th September | 11:00,Sweden beat Belgium by 6 wickets,Saqlain Raja,2,0,46,0,1,1,23
2,Belgium,Sweden,| Thursday 16th September | 11:00,Sweden beat Belgium by 6 wickets,Waqas Raja,1,0,13,1,0,0,13
3,Belgium,Sweden,| Thursday 16th September | 11:00,Sweden beat Belgium by 6 wickets,Adnan Razzaq,1,0,10,0,0,2,10
4,Belgium,Sweden,| Thursday 16th September | 11:00,Sweden beat Belgium by 6 wickets,Saber Zakhil,1.1,0,25,0,0,0,21.42
5,Belgium,Sweden,| Thursday 16th September | 11:00,Sweden beat Belgium by 6 wickets,Shagharai Sefat,2,0,15,0,1,0,7.50
6,Belgium,Sweden,| Thursday 16th September | 11:00,Sweden beat Belgium by 6 wickets,Sheikh Sheraz (c),1,0,31,0,0,0,31
0,Sweden,Belgium,| Thursday 16th September | 11:00,Sweden beat Belgium by 6 wickets,Murid Ekrami,1,0,10,1,0,1,10
1,Sweden,Belgium,| Thursday 16th September | 11:00,Sweden beat Belgium by 6 wickets,Saqlain Raja,2,0,46,0,1,1,23
2,Sweden,Belgium,| Thursday 16th September | 11:00,Sweden beat Belgium by 6 wickets,Waqas Raja,1,0,13,1,0,0,13
3,Sweden,Belgium,| Thursday 16th September | 11:00,Sweden beat Belgium by 6 wickets,Adnan Razzaq,1,0,10,0,0,2,10
4,Sweden,Belgium,| Thursday 16th September | 11:00,Sweden beat Belgium by 6 wickets,Saber Zakhil,1.1,0,25,0,0,0,21.42
5,Sweden,Belgium,| Thursday 16th September | 11:00,Sweden beat Belgium by 6 wickets,Shagharai Sefat,2,0,15,0,1,0,7.50
6,Sweden,Belgium,| Thursday 16th September | 11:00,Sweden beat Belgium by 6 wickets,Sheikh Sheraz (c),1,0,31,0,0,0,31
0,Norway,Spain,| Thursday 16th September | 09:00,Norway beat Spain by 41 runs,Vinay Ravi,2,0,7,2,0,0,3.50
1,Norway,Spain,| Thursday 16th September | 09:00,Norway beat Spain by 41 runs,Muhammad Sher Sahak,1,0,21,0,0,0,21
2,Norway,Spain,| Thursday 16th September | 09:00,Norway beat Spain by 41 runs,Hayatullah Niazi,2,0,25,1,0,0,12.50
3,Norway,Spain,| Thursday 16th September | 09:00,Norway beat Spain by 41 runs,Wahidullah Sahak,2,0,18,2,0,2,9
4,Norway,Spain,| Thursday 16th September | 09:00,Norway beat Spain by 41 runs,Prithvi Bhart,1,0,9,2,0,0,9
5,Norway,Spain,| Thursday 16th September | 09:00,Norway beat Spain by 41 runs,Walid Ghauri,1.3,0,10,3,0,0,6.66
0,Spain,Norway,| Thursday 16th September | 09:00,Norway beat Spain by 41 runs,Vinay Ravi,2,0,7,2,0,0,3.50
1,Spain,Norway,| Thursday 16th September | 09:00,Norway beat Spain by 41 runs,Muhammad Sher Sahak,1,0,21,0,0,0,21
2,Spain,Norway,| Thursday 16th September | 09:00,Norway beat Spain by 41 runs,Hayatullah Niazi,2,0,25,1,0,0,12.50
3,Spain,Norway,| Thursday 16th September | 09:00,Norway beat Spain by 41 runs,Wahidullah Sahak,2,0,18,2,0,2,9
4,Spain,Norway,| Thursday 16th September | 09:00,Norway beat Spain by 41 runs,Prithvi Bhart,1,0,9,2,0,0,9
5,Spain,Norway,| Thursday 16th September | 09:00,Norway beat Spain by 41 runs,Walid Ghauri,1.3,0,10,3,0,0,6.66
0,Luxembourg,Sweden,| Thursday 16th September | 07:00,Sweden beat Luxembourg by 9 wickets,Raju Akulwar,1,0,12,0,0,1,12
1,Luxembourg,Sweden,| Thursday 16th September | 07:00,Sweden beat Luxembourg by 9 wickets,Amit Dhingra,1,0,6,0,0,0,6
2,Luxembourg,Sweden,| Thursday 16th September | 07:00,Sweden beat Luxembourg by 9 wickets,Mohit Dixit,1,0,16,0,0,0,16
3,Luxembourg,Sweden,| Thursday 16th September | 07:00,Sweden beat Luxembourg by 9 wickets,Harpal Singh,2,0,22,1,0,0,11
4,Luxembourg,Sweden,| Thursday 16th September | 07:00,Sweden beat Luxembourg by 9 wickets,Tony Whiteman (c),1,0,9,0,0,0,9
5,Luxembourg,Sweden,| Thursday 16th September | 07:00,Sweden beat Luxembourg by 9 wickets,Ansh Trivedi,0.4,0,13,0,0,1,19.50
0,Sweden,Luxembourg,| Thursday 16th September | 07:00,Sweden beat Luxembourg by 9 wickets,Raju Akulwar,1,0,12,0,0,1,12
1,Sweden,Luxembourg,| Thursday 16th September | 07:00,Sweden beat Luxembourg by 9 wickets,Amit Dhingra,1,0,6,0,0,0,6
2,Sweden,Luxembourg,| Thursday 16th September | 07:00,Sweden beat Luxembourg by 9 wickets,Mohit Dixit,1,0,16,0,0,0,16
3,Sweden,Luxembourg,| Thursday 16th September | 07:00,Sweden beat Luxembourg by 9 wickets,Harpal Singh,2,0,22,1,0,0,11
4,Sweden,Luxembourg,| Thursday 16th September | 07:00,Sweden beat Luxembourg by 9 wickets,Tony Whiteman (c),1,0,9,0,0,0,9
5,Sweden,Luxembourg,| Thursday 16th September | 07:00,Sweden beat Luxembourg by 9 wickets,Ansh Trivedi,0.4,0,13,0,0,1,19.50
0,Sweden,Belgium,| Wednesday 15th September | 15:00,Belgium beat Sweden by 4 wickets,Khalid Zahid,1.4,0,25,1,0,2,15
1,Sweden,Belgium,| Wednesday 15th September | 15:00,Belgium beat Sweden by 4 wickets,Zabi Zahid,1,0,13,0,0,1,13
2,Sweden,Belgium,| Wednesday 15th September | 15:00,Belgium beat Sweden by 4 wickets,Abhijit Venkatesh (c),2,0,26,2,1,0,13
3,Sweden,Belgium,| Wednesday 15th September | 15:00,Belgium beat Sweden by 4 wickets,Azam Khalil,2,0,28,1,0,1,14
4,Sweden,Belgium,| Wednesday 15th September | 15:00,Belgium beat Sweden by 4 wickets,Qudratullah Mir Afzal,2,0,37,2,0,1,18.50
0,Belgium,Sweden,| Wednesday 15th September | 15:00,Belgium beat Sweden by 4 wickets,Khalid Zahid,1.4,0,25,1,0,2,15
1,Belgium,Sweden,| Wednesday 15th September | 15:00,Belgium beat Sweden by 4 wickets,Zabi Zahid,1,0,13,0,0,1,13
2,Belgium,Sweden,| Wednesday 15th September | 15:00,Belgium beat Sweden by 4 wickets,Abhijit Venkatesh (c),2,0,26,2,1,0,13
3,Belgium,Sweden,| Wednesday 15th September | 15:00,Belgium beat Sweden by 4 wickets,Azam Khalil,2,0,28,1,0,1,14
4,Belgium,Sweden,| Wednesday 15th September | 15:00,Belgium beat Sweden by 4 wickets,Qudratullah Mir Afzal,2,0,37,2,0,1,18.50
0,Luxembourg,Norway,| Wednesday 15th September | 13:00,Norway beat Luxembourg by 9 wickets,Raju Akulwar,1,0,18,0,1,1,18
1,Luxembourg,Norway,| Wednesday 15th September | 13:00,Norway beat Luxembourg by 9 wickets,Amit Dhingra,1,0,9,0,0,3,9
2,Luxembourg,Norway,| Wednesday 15th September | 13:00,Norway beat Luxembourg by 9 wickets,Ansh Trivedi,1,0,24,0,0,1,24
3,Luxembourg,Norway,| Wednesday 15th September | 13:00,Norway beat Luxembourg by 9 wickets,Sambhav Puri,1,0,18,1,0,0,18
4,Luxembourg,Norway,| Wednesday 15th September | 13:00,Norway beat Luxembourg by 9 wickets,Harpal Singh,0.3,0,6,0,0,0,12
0,Norway,Luxembourg,| Wednesday 15th September | 13:00,Norway beat Luxembourg by 9 wickets,Raju Akulwar,1,0,18,0,1,1,18
1,Norway,Luxembourg,| Wednesday 15th September | 13:00,Norway beat Luxembourg by 9 wickets,Amit Dhingra,1,0,9,0,0,3,9
2,Norway,Luxembourg,| Wednesday 15th September | 13:00,Norway beat Luxembourg by 9 wickets,Ansh Trivedi,1,0,24,0,0,1,24
3,Norway,Luxembourg,| Wednesday 15th September | 13:00,Norway beat Luxembourg by 9 wickets,Sambhav Puri,1,0,18,1,0,0,18
4,Norway,Luxembourg,| Wednesday 15th September | 13:00,Norway beat Luxembourg by 9 wickets,Harpal Singh,0.3,0,6,0,0,0,12
0,Spain,Sweden,| Wednesday 15th September | 11:00,Spain beat Sweden by 1 run,Atif Mehmood,2,0,9,1,0,0,4.50
1,Spain,Sweden,| Wednesday 15th September | 11:00,Spain beat Sweden by 1 run,Adeel Raja,2,0,15,1,0,0,7.50
2,Spain,Sweden,| Wednesday 15th September | 11:00,Spain beat Sweden by 1 run,Zulqarnain Haider,2,0,17,2,0,1,8.50
3,Spain,Sweden,| Wednesday 15th September | 11:00,Spain beat Sweden by 1 run,Thomas Vine,2,0,18,1,0,0,9
4,Spain,Sweden,| Wednesday 15th September | 11:00,Spain beat Sweden by 1 run,Kuldeep Lal,1,0,14,0,0,0,14
5,Spain,Sweden,| Wednesday 15th September | 11:00,Spain beat Sweden by 1 run,Paul Hennessy,1,0,11,0,0,0,11
0,Sweden,Spain,| Wednesday 15th September | 11:00,Spain beat Sweden by 1 run,Atif Mehmood,2,0,9,1,0,0,4.50
1,Sweden,Spain,| Wednesday 15th September | 11:00,Spain beat Sweden by 1 run,Adeel Raja,2,0,15,1,0,0,7.50
2,Sweden,Spain,| Wednesday 15th September | 11:00,Spain beat Sweden by 1 run,Zulqarnain Haider,2,0,17,2,0,1,8.50
3,Sweden,Spain,| Wednesday 15th September | 11:00,Spain beat Sweden by 1 run,Thomas Vine,2,0,18,1,0,0,9
4,Sweden,Spain,| Wednesday 15th September | 11:00,Spain beat Sweden by 1 run,Kuldeep Lal,1,0,14,0,0,0,14
5,Sweden,Spain,| Wednesday 15th September | 11:00,Spain beat Sweden by 1 run,Paul Hennessy,1,0,11,0,0,0,11
0,Norway,Belgium,| Wednesday 15th September | 09:00,Norway beat Belgium by 31 runs,Vinay Ravi,2,0,11,2,0,1,5.50
1,Norway,Belgium,| Wednesday 15th September | 09:00,Norway beat Belgium by 31 runs,Muhammad Sher Sahak,2,0,20,1,0,2,10
2,Norway,Belgium,| Wednesday 15th September | 09:00,Norway beat Belgium by 31 runs,Ahmadullah Shinwari,2,0,31,1,0,2,15.50
3,Norway,Belgium,| Wednesday 15th September | 09:00,Norway beat Belgium by 31 runs,Hayatullah Niazi,2,0,14,3,1,1,7
4,Norway,Belgium,| Wednesday 15th September | 09:00,Norway beat Belgium by 31 runs,Wahidullah Sahak,1,0,19,0,0,1,19
5,Norway,Belgium,| Wednesday 15th September | 09:00,Norway beat Belgium by 31 runs,Prithvi Bhart,1,0,17,1,0,2,17
0,Belgium,Norway,| Wednesday 15th September | 09:00,Norway beat Belgium by 31 runs,Vinay Ravi,2,0,11,2,0,1,5.50
1,Belgium,Norway,| Wednesday 15th September | 09:00,Norway beat Belgium by 31 runs,Muhammad Sher Sahak,2,0,20,1,0,2,10
2,Belgium,Norway,| Wednesday 15th September | 09:00,Norway beat Belgium by 31 runs,Ahmadullah Shinwari,2,0,31,1,0,2,15.50
3,Belgium,Norway,| Wednesday 15th September | 09:00,Norway beat Belgium by 31 runs,Hayatullah Niazi,2,0,14,3,1,1,7
4,Belgium,Norway,| Wednesday 15th September | 09:00,Norway beat Belgium by 31 runs,Wahidullah Sahak,1,0,19,0,0,1,19
5,Belgium,Norway,| Wednesday 15th September | 09:00,Norway beat Belgium by 31 runs,Prithvi Bhart,1,0,17,1,0,2,17
0,Luxembourg,Spain,| Wednesday 15th September | 07:00,Spain beat Luxembourg by 6 wickets,Ansh Trivedi,1,0,10,0,0,2,10
1,Luxembourg,Spain,| Wednesday 15th September | 07:00,Spain beat Luxembourg by 6 wickets,Amit Dhingra,1.4,0,12,1,1,0,7.20
2,Luxembourg,Spain,| Wednesday 15th September | 07:00,Spain beat Luxembourg by 6 wickets,Harpal Singh,1,0,21,1,0,0,21
3,Luxembourg,Spain,| Wednesday 15th September | 07:00,Spain beat Luxembourg by 6 wickets,Mohd Dilshad,2,0,20,1,0,0,10
4,Luxembourg,Spain,| Wednesday 15th September | 07:00,Spain beat Luxembourg by 6 wickets,Aanand Pandey,1,0,11,0,0,1,11
0,Spain,Luxembourg,| Wednesday 15th September | 07:00,Spain beat Luxembourg by 6 wickets,Ansh Trivedi,1,0,10,0,0,2,10
1,Spain,Luxembourg,| Wednesday 15th September | 07:00,Spain beat Luxembourg by 6 wickets,Amit Dhingra,1.4,0,12,1,1,0,7.20
2,Spain,Luxembourg,| Wednesday 15th September | 07:00,Spain beat Luxembourg by 6 wickets,Harpal Singh,1,0,21,1,0,0,21
3,Spain,Luxembourg,| Wednesday 15th September | 07:00,Spain beat Luxembourg by 6 wickets,Mohd Dilshad,2,0,20,1,0,0,10
4,Spain,Luxembourg,| Wednesday 15th September | 07:00,Spain beat Luxembourg by 6 wickets,Aanand Pandey,1,0,11,0,0,1,11
0,Luxembourg,Belgium,| Tuesday 14th September | 16:00,Belgium beat Luxembourg by 5 wickets,Raju Akulwar,1,0,11,1,0,0,11
1,Luxembourg,Belgium,| Tuesday 14th September | 16:00,Belgium beat Luxembourg by 5 wickets,Amit Dhingra,1,0,7,1,0,1,7
2,Luxembourg,Belgium,| Tuesday 14th September | 16:00,Belgium beat Luxembourg by 5 wickets,Harpal Singh,1,0,13,2,0,0,13
3,Luxembourg,Belgium,| Tuesday 14th September | 16:00,Belgium beat Luxembourg by 5 wickets,Mohd Dilshad,1,0,8,1,0,0,8
4,Luxembourg,Belgium,| Tuesday 14th September | 16:00,Belgium beat Luxembourg by 5 wickets,Aanand Pandey,0.2,0,10,0,0,0,30
0,Belgium,Luxembourg,| Tuesday 14th September | 16:00,Belgium beat Luxembourg by 5 wickets,Raju Akulwar,1,0,11,1,0,0,11
1,Belgium,Luxembourg,| Tuesday 14th September | 16:00,Belgium beat Luxembourg by 5 wickets,Amit Dhingra,1,0,7,1,0,1,7
2,Belgium,Luxembourg,| Tuesday 14th September | 16:00,Belgium beat Luxembourg by 5 wickets,Harpal Singh,1,0,13,2,0,0,13
3,Belgium,Luxembourg,| Tuesday 14th September | 16:00,Belgium beat Luxembourg by 5 wickets,Mohd Dilshad,1,0,8,1,0,0,8
4,Belgium,Luxembourg,| Tuesday 14th September | 16:00,Belgium beat Luxembourg by 5 wickets,Aanand Pandey,0.2,0,10,0,0,0,30
0,Spain,Sweden,| Tuesday 14th September | 15:00,Spain beat Sweden by 12 runs,Atif Mehmood,1,0,19,0,0,2,19
1,Spain,Sweden,| Tuesday 14th September | 15:00,Spain beat Sweden by 12 runs,Kuldeep Lal,1,0,16,1,0,0,16
2,Spain,Sweden,| Tuesday 14th September | 15:00,Spain beat Sweden by 12 runs,Zulqarnain Haider,1,0,9,1,0,1,9
3,Spain,Sweden,| Tuesday 14th September | 15:00,Spain beat Sweden by 12 runs,Paul Hennessy,1,0,8,1,0,0,8
4,Spain,Sweden,| Tuesday 14th September | 15:00,Spain beat Sweden by 12 runs,Thomas Vine,1,0,8,0,1,1,8
0,Sweden,Spain,| Tuesday 14th September | 15:00,Spain beat Sweden by 12 runs,Atif Mehmood,1,0,19,0,0,2,19
1,Sweden,Spain,| Tuesday 14th September | 15:00,Spain beat Sweden by 12 runs,Kuldeep Lal,1,0,16,1,0,0,16
2,Sweden,Spain,| Tuesday 14th September | 15:00,Spain beat Sweden by 12 runs,Zulqarnain Haider,1,0,9,1,0,1,9
3,Sweden,Spain,| Tuesday 14th September | 15:00,Spain beat Sweden by 12 runs,Paul Hennessy,1,0,8,1,0,0,8
4,Sweden,Spain,| Tuesday 14th September | 15:00,Spain beat Sweden by 12 runs,Thomas Vine,1,0,8,0,1,1,8
0,Norway,Belgium,| Tuesday 14th September | 14:00,Belgium beat Norway by 7 wickets,Vinay Ravi,1,0,16,2,1,0,16
1,Norway,Belgium,| Tuesday 14th September | 14:00,Belgium beat Norway by 7 wickets,Muhammad Sher Sahak,1,0,11,0,1,1,11
2,Norway,Belgium,| Tuesday 14th September | 14:00,Belgium beat Norway by 7 wickets,Wahidullah Sahak,1,0,9,0,0,0,9
3,Norway,Belgium,| Tuesday 14th September | 14:00,Belgium beat Norway by 7 wickets,Hayatullah Niazi,1,0,10,0,0,2,10
4,Norway,Belgium,| Tuesday 14th September | 14:00,Belgium beat Norway by 7 wickets,Ahmadullah Shinwari,0.4,0,6,1,0,1,9
0,Belgium,Norway,| Tuesday 14th September | 14:00,Belgium beat Norway by 7 wickets,Vinay Ravi,1,0,16,2,1,0,16
1,Belgium,Norway,| Tuesday 14th September | 14:00,Belgium beat Norway by 7 wickets,Muhammad Sher Sahak,1,0,11,0,1,1,11
2,Belgium,Norway,| Tuesday 14th September | 14:00,Belgium beat Norway by 7 wickets,Wahidullah Sahak,1,0,9,0,0,0,9
3,Belgium,Norway,| Tuesday 14th September | 14:00,Belgium beat Norway by 7 wickets,Hayatullah Niazi,1,0,10,0,0,2,10
4,Belgium,Norway,| Tuesday 14th September | 14:00,Belgium beat Norway by 7 wickets,Ahmadullah Shinwari,0.4,0,6,1,0,1,9
0,Sweden,Luxembourg,| Monday 13th September | 15:00,Sweden beat Luxembourg by 22 runs,Khalid Zahid,2,0,11,2,0,1,5.50
1,Sweden,Luxembourg,| Monday 13th September | 15:00,Sweden beat Luxembourg by 22 runs,Zabi Zahid,2,0,20,1,0,2,10
2,Sweden,Luxembourg,| Monday 13th September | 15:00,Sweden beat Luxembourg by 22 runs,Qudratullah Mir Afzal,1,0,14,0,0,0,14
3,Sweden,Luxembourg,| Monday 13th September | 15:00,Sweden beat Luxembourg by 22 runs,Azam Khalil,2,0,19,2,0,0,9.50
4,Sweden,Luxembourg,| Monday 13th September | 15:00,Sweden beat Luxembourg by 22 runs,Hassan Mahmood,2,0,17,1,0,2,8.50
5,Sweden,Luxembourg,| Monday 13th September | 15:00,Sweden beat Luxembourg by 22 runs,Abhijit Venkatesh (c),1,0,18,0,0,0,18
0,Luxembourg,Sweden,| Monday 13th September | 15:00,Sweden beat Luxembourg by 22 runs,Khalid Zahid,2,0,11,2,0,1,5.50
1,Luxembourg,Sweden,| Monday 13th September | 15:00,Sweden beat Luxembourg by 22 runs,Zabi Zahid,2,0,20,1,0,2,10
2,Luxembourg,Sweden,| Monday 13th September | 15:00,Sweden beat Luxembourg by 22 runs,Qudratullah Mir Afzal,1,0,14,0,0,0,14
3,Luxembourg,Sweden,| Monday 13th September | 15:00,Sweden beat Luxembourg by 22 runs,Azam Khalil,2,0,19,2,0,0,9.50
